Age,Gender,Revenue_Total,N_Purchases,Purchase_VALUE,Pay_Method,Time_Spent,Browser,Newsletter,Voucher,Purchase_Month,Purchase_Day,Average_PurchaseValue
28,0,16.1,5,5.796,3,903,0,1,0,11,30,3.22
44,1,38.9,5,7.002,1,1049,2,0,0,7,28,7.779999999999999
60,0,22.2,1,22.2,3,999,0,0,0,3,6,22.2
51,1,11.2,7,8.848,1,865,0,0,0,5,13,1.5999999999999999
61,1,23.5,1,23.5,1,763,0,0,1,12,4,23.5
53,1,48.7,2,5.357,3,906,0,0,1,9,20,24.35
17,1,16.8,2,13.272,3,703,1,0,0,12,25,8.4
45,0,21.9,2,9.855,1,396,0,0,0,6,10,10.95
39,1,40.0,6,14.4,1,874,3,1,1,12,20,6.666666666666667
63,1,57.9,5,31.266,2,351,2,0,1,12,10,11.58
47,0,15.0,1,15.0,1,429,0,0,0,7,7,15.0
51,0,7.2,5,0.072,1,1071,2,0,0,2,21,1.44
62,0,34.8,6,21.924,2,906,0,0,0,2,3,5.8
18,1,14.6,6,5.84,3,347,0,0,0,5,4,2.433333333333333
27,0,39.1,7,8.211,0,513,0,0,1,10,20,5.585714285714286
29,1,38.2,4,26.358,0,1019,0,0,0,6,25,9.55
46,0,56.5,7,25.425,2,681,0,0,0,3,31,8.071428571428571
31,1,21.6,3,3.24,0,211,0,0,0,10,20,7.2
33,1,29.5,6,0.59,0,496,0,0,1,9,21,4.916666666666667
61,0,10.5,7,5.355,2,519,0,0,0,11,27,1.5
46,1,3.7,1,3.7,1,376,2,0,0,9,27,3.7
31,1,7.2,2,5.976,0,272,3,0,1,12,28,3.6
16,0,7.8,1,7.8,0,1027,0,0,0,12,11,7.8
60,1,15.2,1,15.2,1,717,3,0,0,6,16,15.2
28,1,13.1,7,11.004,2,921,3,0,1,6,30,1.8714285714285714
42,0,9.2,6,7.268,1,194,1,0,0,12,14,1.5333333333333332
32,0,15.0,4,3.3,3,498,0,0,0,10,27,3.75
41,0,38.6,2,31.652,1,791,0,0,0,2,6,19.3
55,1,13.3,7,4.788,0,483,0,0,0,9,28,1.9000000000000001
53,1,4.7,3,2.068,0,538,0,0,0,7,6,1.5666666666666667
55,1,25.1,5,18.825,0,807,1,0,0,1,11,5.0200000000000005
50,0,44.3,1,44.3,0,670,2,1,0,5,7,44.3
19,0,21.9,6,10.512,2,769,2,0,0,10,21,3.65
17,0,26.9,3,1.345,1,848,0,0,0,1,2,8.966666666666667
44,1,39.6,2,16.236,1,132,0,0,0,12,11,19.8
35,1,26.8,5,23.316,1,1038,3,1,0,3,1,5.36
59,0,19.9,5,6.567,0,386,1,0,1,8,4,3.9799999999999995
42,1,3.8,1,3.8,2,810,0,0,0,8,4,3.8
50,1,38.0,6,8.74,0,672,3,0,1,9,25,6.333333333333333
18,0,33.1,5,2.317,3,382,0,0,0,7,25,6.62
41,1,33.8,6,23.322,2,823,0,0,1,6,1,5.633333333333333
44,1,39.1,2,3.128,1,168,0,0,0,4,1,19.55
33,1,48.5,7,15.035,2,120,1,0,0,7,14,6.928571428571429
21,1,6.8,7,1.428,0,560,0,0,1,1,24,0.9714285714285714
42,1,17.5,5,11.2,0,259,1,0,0,5,14,3.5
19,1,33.1,2,1.324,2,180,0,0,1,4,25,16.55
46,1,14.4,6,0.72,0,153,3,0,0,8,12,2.4
26,0,25.2,7,15.876,2,246,1,0,1,10,16,3.6
53,1,23.2,1,23.2,1,683,2,0,0,10,8,23.2
39,1,43.9,6,12.731,0,740,1,0,0,10,4,7.316666666666666
59,1,7.0,5,2.73,1,1007,0,1,1,9,3,1.4
22,1,39.9,6,17.556,1,289,0,0,0,8,24,6.6499999999999995
49,0,4.3,2,2.451,1,544,0,0,0,7,13,2.15
43,0,33.5,4,30.485,3,825,3,0,0,3,23,8.375
29,0,29.5,2,25.96,0,671,0,1,0,5,7,14.75
58,0,20.6,5,4.326,0,295,0,1,1,2,27,4.12
44,1,32.6,1,32.6,0,340,0,0,0,11,9,32.6
38,0,10.1,2,10.1,3,516,0,0,0,9,22,5.05
48,1,36.4,7,32.76,3,871,1,0,0,2,7,5.2
37,1,34.9,4,4.537,1,360,0,0,1,5,1,8.725
42,1,12.4,4,3.72,0,642,1,0,0,6,5,3.1
35,1,39.3,6,22.401,0,413,1,0,0,11,18,6.55
31,1,46.3,2,10.649,0,478,0,0,0,12,5,23.15
63,0,42.3,3,19.881,1,314,3,0,0,3,8,14.1
36,0,17.1,4,2.223,0,309,0,0,0,8,16,4.275
54,0,19.9,1,19.9,0,687,0,0,1,6,3,19.9
23,1,57.5,7,51.75,0,247,0,0,0,10,30,8.214285714285714
26,1,32.7,7,16.023,1,606,3,0,0,6,9,4.671428571428572
50,1,31.3,4,13.146,1,548,0,0,0,3,17,7.825
34,0,28.2,6,25.662,2,787,1,0,1,5,18,4.7
59,1,5.3,1,5.3,3,191,0,0,1,2,14,5.3
29,1,13.7,2,2.192,1,879,3,0,0,8,23,6.85
54,1,37.1,3,3.339,3,362,0,0,0,10,18,12.366666666666667
35,1,57.7,2,34.62,3,937,0,1,1,3,18,28.85
22,1,28.5,3,26.79,0,898,0,0,1,8,25,9.5
35,0,3.8,1,3.8,1,418,3,0,0,12,30,3.8
22,1,33.4,4,21.376,0,243,0,0,0,3,21,8.35
24,0,32.3,5,12.274,2,724,1,0,0,1,20,6.459999999999999
17,1,13.8,2,11.04,0,149,0,0,0,8,31,6.9
36,0,34.7,1,34.7,3,986,3,0,1,3,14,34.7
32,0,37.0,2,12.58,2,791,0,0,0,1,25,18.5
36,0,47.7,2,30.528,0,491,1,0,0,5,25,23.85
32,0,45.5,4,35.945,0,621,0,0,1,4,17,11.375
28,1,12.8,5,3.456,2,950,0,0,0,7,2,2.56
28,1,24.0,5,13.2,1,975,3,1,0,5,26,4.8
37,0,34.0,7,33.66,0,750,0,0,0,4,6,4.857142857142857
42,1,39.8,2,29.054,2,968,0,0,1,9,28,19.9
40,0,18.9,4,16.254,1,309,0,0,0,2,20,4.725
52,1,28.0,6,3.64,3,1009,0,0,0,10,24,4.666666666666667
22,1,7.9,1,7.9,0,453,1,0,0,9,18,7.9
35,1,48.1,1,48.1,0,1046,1,0,0,8,14,48.1
23,0,27.8,2,11.954,0,486,0,0,0,10,28,13.9
39,1,9.8,1,9.8,2,439,0,1,0,6,6,9.8
31,0,5.2,6,0.78,3,830,0,1,0,3,31,0.8666666666666667
37,0,33.9,2,3.729,3,289,0,0,0,11,22,16.95
16,1,26.7,4,19.758,2,678,1,1,1,9,15,6.675
57,1,40.0,7,38.0,3,428,0,0,0,5,7,5.714285714285714
24,0,19.6,7,7.84,2,325,3,0,1,11,21,2.8000000000000003
55,1,17.1,2,0.171,0,498,0,0,1,8,9,8.55
28,1,34.4,1,34.4,2,342,0,0,0,11,30,34.4
26,1,31.2,2,0.312,0,202,2,0,1,1,1,15.6
52,1,16.0,5,11.2,2,1004,0,0,0,1,22,3.2
45,1,39.3,6,27.117,2,794,0,0,1,7,4,6.55
28,1,31.8,6,19.398,1,216,0,0,0,8,16,5.3
60,1,57.7,6,49.622,1,848,0,0,1,4,18,9.616666666666667
20,1,45.1,1,45.1,1,278,0,0,1,10,27,45.1
62,0,36.5,5,31.39,1,800,3,0,0,7,3,7.3
54,1,28.5,3,9.975,1,148,0,0,1,5,23,9.5
23,0,8.0,6,4.4,0,137,0,0,0,10,10,1.3333333333333333
34,1,51.7,6,26.884,0,559,0,1,0,6,9,8.616666666666667
39,1,59.7,6,0.597,2,298,0,0,0,2,12,9.950000000000001
48,1,10.0,1,10.0,0,455,0,0,0,5,31,10.0
48,1,31.5,2,5.67,0,500,1,1,0,6,30,15.75
39,1,31.5,2,28.665,3,452,1,0,0,9,10,15.75
51,1,22.3,5,17.84,1,695,2,1,0,1,11,4.46
36,1,18.7,7,2.618,2,551,0,0,0,6,7,2.6714285714285713
42,0,36.1,3,15.884,0,637,2,0,0,12,15,12.033333333333333
42,1,36.8,7,20.24,1,243,1,0,1,11,24,5.257142857142857
47,1,39.3,3,39.3,1,339,1,0,1,6,24,13.1
51,1,42.9,1,42.9,2,566,1,0,0,1,19,42.9
42,0,13.6,6,11.968,0,374,0,0,0,8,16,2.2666666666666666
34,0,33.8,1,33.8,0,428,1,1,0,9,7,33.8
36,0,18.3,1,18.3,0,302,1,0,0,8,12,18.3
21,1,16.1,1,16.1,1,616,0,0,0,12,18,16.1
54,1,5.2,1,5.2,2,1021,0,0,1,1,30,5.2
28,1,17.8,5,2.67,3,291,0,0,0,7,23,3.56
62,0,7.3,3,1.095,3,1051,0,0,0,1,30,2.433333333333333
55,1,54.5,6,38.15,2,477,0,0,0,10,19,9.083333333333334
32,0,18.2,6,18.018,0,176,0,1,0,11,26,3.033333333333333
48,1,29.3,2,9.083,2,374,1,0,0,11,24,14.65
50,0,9.4,3,1.41,1,834,2,0,1,3,9,3.1333333333333333
36,1,3.9,3,2.613,0,766,1,0,1,5,9,1.3
22,0,8.8,1,8.8,0,184,1,0,0,1,3,8.8
18,1,14.1,1,14.1,1,696,3,0,0,6,18,14.1
29,0,44.3,4,0.886,3,1014,0,0,1,1,1,11.075
42,0,24.2,4,5.324,0,384,0,0,0,7,17,6.05
53,1,33.8,4,32.11,3,197,3,0,0,6,17,8.45
16,1,9.0,6,7.47,0,976,0,0,0,2,6,1.5
27,1,42.1,2,27.365,1,504,0,0,0,1,24,21.05
59,1,50.1,1,50.1,0,777,1,0,0,5,10,50.1
48,1,10.3,7,7.313,1,733,0,0,0,12,21,1.4714285714285715
18,0,24.3,5,6.318,3,920,0,0,0,11,3,4.86
52,1,41.9,2,22.207,0,770,0,0,0,8,15,20.95
33,1,36.9,5,7.38,0,815,0,1,0,11,15,7.38
51,0,43.5,6,15.66,1,781,3,1,0,6,14,7.25
54,1,12.0,2,8.64,1,950,0,1,0,2,21,6.0
48,1,35.5,7,9.585,3,577,0,0,0,2,6,5.071428571428571
57,1,28.5,2,17.955,0,565,3,0,0,12,16,14.25
56,0,10.6,6,5.3,0,304,0,1,0,2,27,1.7666666666666666
27,1,19.9,2,10.945,2,511,0,0,0,11,11,9.95
60,1,13.1,1,13.1,1,401,0,0,0,2,11,13.1
49,0,21.4,2,21.186,1,887,1,0,0,6,19,10.7
62,0,1.9,6,0.475,3,506,0,0,1,4,12,0.31666666666666665
30,1,34.9,6,8.725,1,657,0,0,1,3,5,5.816666666666666
43,1,22.1,6,8.398,1,514,0,0,0,7,12,3.6833333333333336
44,0,52.7,2,42.687,1,219,3,0,0,8,7,26.35
32,1,2.7,6,0.27,2,195,0,0,0,6,18,0.45
43,1,58.9,7,42.997,2,755,0,0,0,8,14,8.414285714285715
28,1,35.9,3,3.231,2,546,0,0,0,6,11,11.966666666666667
16,1,23.3,1,23.3,0,138,1,0,0,8,21,23.3
60,1,43.3,1,43.3,2,198,0,0,1,4,14,43.3
59,1,50.1,6,32.064,1,625,0,0,0,9,11,8.35
26,1,36.9,1,36.9,2,375,0,0,0,12,8,36.9
59,1,30.4,7,24.624,3,259,0,0,0,11,12,4.3428571428571425
26,1,38.7,4,15.867,0,525,1,0,0,12,1,9.675
45,0,11.0,6,6.27,1,276,0,0,0,11,6,1.8333333333333333
23,1,9.6,1,9.6,3,710,0,0,0,6,10,9.6
55,1,11.3,4,0.452,2,968,0,0,0,2,14,2.825
42,1,32.1,1,32.1,1,262,0,0,1,5,7,32.1
23,0,8.0,7,5.12,1,334,3,0,0,4,17,1.1428571428571428
62,1,33.7,2,27.297,0,828,0,0,0,12,12,16.85
58,1,16.8,4,12.768,1,181,0,1,0,12,9,4.2
23,1,22.1,3,16.575,3,203,0,1,0,11,15,7.366666666666667
29,1,39.7,5,29.775,2,750,0,0,0,5,5,7.94
58,0,31.9,5,1.914,3,305,2,0,0,3,19,6.38
22,1,4.5,6,0.27,2,123,1,0,0,3,29,0.75
19,1,18.8,4,8.272,2,1005,1,0,0,6,27,4.7
18,1,38.3,4,6.894,1,344,0,1,0,8,12,9.575
47,1,19.1,2,12.415,3,445,2,0,0,1,6,9.55
26,1,11.9,6,4.165,0,561,1,0,0,9,28,1.9833333333333334
56,1,23.9,2,4.541,1,141,0,0,0,2,12,11.95
45,1,37.4,2,29.546,1,753,0,0,0,8,8,18.7
44,0,38.1,3,18.288,2,806,3,0,0,8,30,12.700000000000001
29,1,1.9,7,0.646,1,219,0,0,0,1,13,0.2714285714285714
50,1,56.5,1,56.5,1,835,0,0,1,8,29,56.5
45,1,44.9,4,38.614,2,991,0,0,0,2,17,11.225
16,1,10.2,2,6.12,0,1017,0,1,0,3,2,5.1
34,1,1.2,4,0.708,1,984,2,1,0,9,9,0.3
31,1,24.9,2,9.462,1,1017,0,0,0,9,12,12.45
62,1,25.4,7,4.826,1,345,0,1,1,6,23,3.6285714285714286
24,1,26.0,3,0.52,2,865,3,0,0,5,9,8.666666666666666
48,0,43.9,7,10.536,0,825,0,0,0,12,18,6.271428571428571
16,1,48.5,7,45.59,1,525,3,0,0,5,6,6.928571428571429
50,0,38.5,7,19.25,1,246,2,0,0,3,21,5.5
26,0,54.5,4,34.88,0,177,0,0,0,10,2,13.625
55,0,25.8,5,22.962,2,974,1,0,0,7,27,5.16
34,0,35.0,1,35.0,2,473,0,0,0,9,19,35.0
58,1,33.5,3,31.825,0,716,0,1,0,3,22,11.166666666666666
25,0,47.7,6,17.649,3,605,3,1,0,1,27,7.95
29,0,22.4,2,0.224,0,329,0,0,0,4,28,11.2
22,1,11.2,7,1.456,0,293,1,0,1,6,6,1.5999999999999999
43,0,30.2,6,10.57,1,293,0,1,1,12,7,5.033333333333333
34,1,43.3,4,22.083,3,658,1,1,1,5,2,10.825
32,0,18.2,1,18.2,1,251,2,0,0,6,25,18.2
39,0,37.3,1,37.3,0,519,3,0,0,4,18,37.3
28,1,44.3,5,23.922,1,434,3,0,1,2,2,8.86
23,0,6.5,6,1.04,0,133,1,0,0,6,25,1.0833333333333333
63,0,42.7,7,29.036,0,344,3,0,0,9,27,6.1000000000000005
28,0,44.3,7,13.29,0,850,0,0,0,1,4,6.328571428571428
26,0,36.9,1,36.9,1,372,2,0,1,12,26,36.9
29,1,38.5,1,38.5,1,126,0,0,0,7,28,38.5
47,1,1.0,6,0.98,3,170,0,0,0,11,9,0.16666666666666666
46,1,2.6,7,2.314,3,408,1,0,0,2,18,0.37142857142857144
18,1,2.4,2,0.6,1,935,0,0,0,11,9,1.2
48,1,47.7,5,15.264,1,404,0,0,1,8,22,9.540000000000001
26,1,19.8,2,11.088,0,657,0,0,0,11,11,9.9
20,1,3.5,4,0.875,2,747,0,0,1,7,3,0.875
44,0,3.2,4,1.92,3,1080,0,1,0,3,11,0.8
50,1,36.7,3,2.936,0,245,1,0,0,5,17,12.233333333333334
23,0,22.5,3,17.775,1,868,1,0,0,2,22,7.5
39,1,2.4,2,1.656,0,515,0,0,0,4,7,1.2
56,0,48.7,3,23.376,1,782,0,0,0,11,9,16.233333333333334
57,0,29.7,6,2.376,3,175,1,0,0,7,21,4.95
24,1,12.9,3,12.642,0,219,1,0,0,9,14,4.3
26,1,39.5,7,3.16,1,796,0,0,1,8,30,5.642857142857143
27,1,15.4,2,4.62,1,225,0,0,1,11,28,7.7
44,0,25.7,7,15.163,2,732,1,0,0,7,4,3.6714285714285713
35,0,9.1,1,9.1,0,890,1,0,0,12,28,9.1
22,1,49.7,3,39.263,1,498,1,0,0,2,26,16.566666666666666
60,1,19.1,5,14.325,2,846,2,0,0,8,1,3.8200000000000003
26,1,40.3,6,15.717,1,785,0,0,1,2,1,6.716666666666666
62,0,43.3,6,7.361,2,766,0,0,0,2,17,7.216666666666666
53,1,18.0,4,10.26,1,294,0,1,1,12,3,4.5
37,1,13.5,2,5.67,0,984,0,0,1,12,1,6.75
33,0,1.7,2,0.68,1,881,0,0,1,6,4,0.85
23,1,30.8,7,20.944,3,723,0,0,1,2,20,4.4
35,0,24.1,6,2.651,3,549,0,0,0,10,2,4.016666666666667
31,1,30.0,4,22.2,1,847,0,0,0,1,21,7.5
35,0,11.1,6,6.549,0,388,0,0,1,2,16,1.8499999999999999
23,1,13.3,6,8.113,0,153,2,0,0,4,12,2.216666666666667
62,1,13.8,2,10.488,1,972,1,0,0,8,10,6.9
36,1,29.7,5,8.91,3,1061,0,0,0,7,2,5.9399999999999995
16,0,34.1,6,0.682,1,757,0,0,0,1,9,5.683333333333334
17,0,11.3,2,4.068,0,391,1,0,1,11,16,5.65
34,0,22.5,2,2.925,1,447,0,0,0,7,4,11.25
28,1,14.5,4,4.64,1,841,0,1,1,3,26,3.625
40,1,35.1,2,32.292,3,498,1,1,0,2,25,17.55
24,1,3.1,2,1.519,2,207,0,0,1,2,4,1.55
62,1,34.9,4,15.007,1,904,1,0,0,5,2,8.725
44,1,39.7,4,15.086,0,811,1,1,1,2,11,9.925
59,0,14.4,2,12.816,1,151,3,0,1,12,7,7.2
33,1,33.7,6,28.982,2,969,1,0,0,11,13,5.616666666666667
51,0,35.0,1,35.0,0,275,3,0,0,1,1,35.0
35,1,23.9,7,21.51,1,979,2,0,0,4,5,3.414285714285714
53,1,40.1,2,36.09,0,133,0,0,1,2,24,20.05
43,1,8.4,6,8.148,1,1033,3,0,0,4,12,1.4000000000000001
23,1,53.7,4,11.277,0,362,0,0,0,3,19,13.425
18,1,39.6,1,39.6,0,867,3,0,0,6,7,39.6
59,0,10.9,7,6.867,3,750,0,0,1,10,13,1.5571428571428572
56,1,57.9,1,57.9,1,974,0,0,0,6,25,57.9
59,1,36.7,4,12.478,0,286,0,0,1,1,8,9.175
62,1,38.0,6,27.74,2,568,1,0,0,6,25,6.333333333333333
55,1,31.8,3,6.996,2,442,0,0,1,10,31,10.6
30,1,33.1,6,13.24,1,711,0,0,0,4,29,5.516666666666667
60,1,2.6,5,1.716,0,679,2,0,1,7,21,0.52
35,1,2.6,5,1.846,2,494,0,0,0,7,10,0.52
20,1,36.3,7,4.356,3,987,0,0,0,2,12,5.185714285714285
51,1,9.6,6,2.304,1,504,3,1,0,5,19,1.5999999999999999
29,0,5.2,6,0.728,1,775,1,0,0,4,10,0.8666666666666667
52,0,39.3,4,38.121,3,703,0,0,0,4,13,9.825
53,1,29.2,2,15.184,1,621,1,0,0,12,22,14.6
52,1,58.7,3,50.482,1,874,3,0,0,8,6,19.566666666666666
18,1,32.3,6,11.628,3,209,1,0,0,11,1,5.383333333333333
59,1,56.5,5,46.895,0,833,0,0,1,1,12,11.3
33,0,0.8,7,0.64,1,392,0,0,0,4,28,0.1142857142857143
46,1,15.7,1,15.7,1,913,3,0,0,12,17,15.7
63,0,34.4,5,31.992,1,693,1,0,0,9,25,6.88
39,1,13.6,2,4.896,3,933,3,0,0,9,6,6.8
40,1,16.0,4,12.8,3,191,0,0,1,8,1,4.0
44,0,50.7,1,50.7,1,343,0,0,0,4,13,50.7
31,0,8.0,4,3.84,0,155,2,1,0,6,7,2.0
44,1,36.6,1,36.6,1,1041,1,0,1,6,2,36.6
22,1,34.3,4,16.807,1,510,0,1,1,11,1,8.575
61,0,36.1,3,35.739,1,924,0,0,0,7,2,12.033333333333333
47,1,33.3,6,25.974,0,847,0,0,1,3,16,5.55
22,1,8.6,2,5.934,2,864,0,0,1,10,20,4.3
58,1,46.5,4,11.625,1,634,3,0,1,12,4,11.625
61,0,4.4,6,1.056,1,264,0,0,1,11,2,0.7333333333333334
32,1,3.5,5,2.66,2,361,1,0,0,10,25,0.7
58,1,34.9,6,16.403,3,636,1,1,0,3,6,5.816666666666666
50,1,56.7,4,30.051,0,601,0,1,1,6,20,14.175
46,1,17.3,4,5.709,3,1017,0,0,0,5,25,4.325
28,1,12.7,1,12.7,2,698,1,1,0,7,24,12.7
24,1,14.7,6,9.261,2,1045,0,0,1,6,14,2.4499999999999997
24,1,36.3,4,2.541,3,209,0,0,1,8,21,9.075
54,1,23.3,2,17.009,0,968,3,0,0,11,11,11.65
59,1,45.7,4,38.845,3,466,0,0,0,2,25,11.425
47,0,33.4,3,26.052,3,1015,3,0,0,6,8,11.133333333333333
29,1,33.9,7,23.052,0,463,0,0,0,3,28,4.8428571428571425
60,1,29.1,6,12.804,1,946,0,0,0,7,4,4.8500000000000005
33,1,20.8,7,8.944,2,243,0,0,0,9,1,2.9714285714285715
19,0,58.1,2,26.145,1,641,0,1,0,10,30,29.05
37,0,9.5,3,3.135,3,851,2,0,1,3,19,3.1666666666666665
49,1,36.7,1,36.7,2,1003,0,0,0,6,6,36.7
42,1,27.6,6,22.08,0,662,0,0,0,6,25,4.6000000000000005
43,1,46.1,1,46.1,1,912,0,0,0,12,20,46.1
32,1,22.2,6,15.984,0,253,3,0,0,3,27,3.6999999999999997
24,1,44.7,1,44.7,1,653,0,0,0,4,20,44.7
19,0,36.8,3,18.4,0,675,0,0,0,9,25,12.266666666666666
46,0,23.4,3,20.124,0,511,2,0,0,5,5,7.8
53,1,39.6,1,39.6,1,731,0,0,0,2,14,39.6
56,0,12.9,2,6.708,1,613,0,0,0,10,5,6.45
36,1,34.9,6,23.383,3,882,1,1,0,10,2,5.816666666666666
62,0,15.2,2,2.432,0,629,0,0,1,11,14,7.6
51,1,32.2,6,25.438,2,1047,0,0,0,10,25,5.366666666666667
41,1,49.3,4,8.381,0,1017,0,1,0,11,15,12.325
16,1,35.9,4,3.231,1,275,3,0,0,1,10,8.975
60,1,34.8,1,34.8,0,1016,0,0,0,8,18,34.8
19,0,32.5,5,26.65,0,652,0,0,0,10,14,6.5
53,1,38.5,1,38.5,1,613,0,0,0,12,17,38.5
28,0,57.1,5,42.825,1,250,3,0,0,6,18,11.42
61,1,42.1,1,42.1,1,970,1,0,0,2,14,42.1
40,1,23.6,7,20.296,1,503,1,0,0,10,10,3.3714285714285714
50,1,36.8,1,36.8,1,744,3,1,0,11,9,36.8
17,1,39.5,7,22.515,2,866,0,0,0,8,13,5.642857142857143
46,0,46.9,4,7.973,0,879,3,0,0,6,15,11.725
36,0,18.2,7,0.728,1,891,0,0,1,10,20,2.6
41,1,8.2,4,1.312,2,244,3,0,0,11,27,2.05
22,0,20.1,4,5.829,0,837,3,1,0,8,1,5.025
32,0,35.7,3,12.138,3,675,2,0,1,4,14,11.9
48,0,32.1,7,8.988,0,551,0,0,0,4,17,4.585714285714286
29,1,39.9,6,29.127,2,574,0,0,0,10,18,6.6499999999999995
38,1,29.7,5,19.602,2,802,0,0,0,6,20,5.9399999999999995
55,1,21.4,2,19.688,0,317,0,0,0,6,20,10.7
31,1,37.6,2,33.84,1,813,0,1,0,3,5,18.8
56,0,10.2,7,9.69,2,547,0,0,0,4,7,1.457142857142857
62,1,4.8,5,2.304,0,517,0,0,0,12,30,0.96
28,1,31.5,2,25.2,2,183,0,0,0,1,1,15.75
54,1,56.3,4,42.788,2,310,0,0,1,5,31,14.075
63,0,47.3,7,4.257,0,1076,0,0,1,6,20,6.757142857142857
38,0,4.6,3,2.714,2,1068,0,1,1,10,2,1.5333333333333332
43,0,14.5,3,9.715,1,649,0,0,1,6,20,4.833333333333333
39,0,4.5,6,3.195,0,938,3,0,0,5,27,0.75
19,0,40.7,1,40.7,0,1033,0,1,0,11,20,40.7
24,1,2.4,3,1.848,1,428,2,0,1,9,7,0.7999999999999999
59,0,29.2,6,25.988,1,426,1,1,1,3,4,4.866666666666666
57,1,10.6,4,3.71,1,567,0,0,0,12,13,2.65
44,1,36.5,1,36.5,2,709,0,1,0,4,25,36.5
31,0,7.2,5,3.024,0,576,2,0,0,11,26,1.44
16,1,18.5,7,5.55,1,454,0,0,0,5,6,2.642857142857143
24,0,3.0,5,2.19,0,184,1,0,0,8,1,0.6
16,1,18.7,1,18.7,1,946,1,0,1,12,17,18.7
37,1,24.1,6,1.205,1,686,0,0,1,5,6,4.016666666666667
40,1,7.6,6,4.56,1,320,0,0,0,12,9,1.2666666666666666
35,1,6.8,5,6.324,3,482,0,0,1,4,23,1.3599999999999999
28,0,30.1,2,18.06,1,756,0,0,0,2,25,15.05
44,1,34.5,6,2.76,1,567,0,1,0,5,29,5.75
62,1,8.6,3,2.15,2,223,0,0,1,1,2,2.8666666666666667
49,1,15.2,7,13.376,3,721,0,0,0,3,19,2.1714285714285713
30,0,39.5,4,0.395,0,678,0,0,0,8,16,9.875
62,1,39.5,2,21.33,0,382,0,0,0,3,27,19.75
36,0,11.6,4,11.252,3,341,0,0,1,2,1,2.9
40,1,1.9,3,0.893,0,993,0,0,0,8,1,0.6333333333333333
41,1,3.9,5,0.312,3,699,3,0,0,4,10,0.78
17,1,38.2,4,19.864,0,148,0,0,0,2,15,9.55
34,1,25.1,2,2.51,1,827,1,0,0,4,5,12.55
59,0,57.3,7,30.942,0,257,0,1,0,7,4,8.185714285714285
29,0,23.0,2,19.09,3,660,0,0,0,6,11,11.5
56,1,31.3,7,21.91,1,394,3,0,0,5,26,4.4714285714285715
35,1,35.7,3,8.568,3,274,0,0,0,5,2,11.9
43,1,25.0,6,7.25,3,951,0,0,1,9,22,4.166666666666667
48,0,23.5,1,23.5,3,170,3,0,1,10,21,23.5
51,0,37.7,7,12.064,0,835,1,0,0,7,30,5.385714285714286
62,1,39.5,3,4.345,1,327,0,0,1,8,29,13.166666666666666
61,1,19.1,4,6.876,2,859,1,0,1,7,6,4.775
54,1,22.2,7,14.43,1,392,1,0,0,11,22,3.1714285714285713
45,1,29.1,4,5.82,0,482,0,0,0,10,24,7.275
27,1,42.3,4,1.269,2,180,0,1,0,4,25,10.575
37,1,31.5,3,28.35,0,1047,2,0,1,12,22,10.5
41,1,3.7,4,2.627,2,607,0,0,0,8,23,0.925
24,0,46.5,5,21.39,1,122,0,1,0,8,17,9.3
31,1,12.6,7,6.048,1,170,0,0,0,3,28,1.8
41,1,19.0,7,19.0,1,364,0,0,0,9,15,2.7142857142857144
42,1,12.2,5,4.27,0,605,1,0,0,3,10,2.44
23,0,5.4,7,0.054,2,682,0,0,0,7,16,0.7714285714285715
53,0,24.4,3,10.004,3,935,0,0,0,8,22,8.133333333333333
25,1,51.3,7,10.26,3,562,1,0,0,1,5,7.328571428571428
18,1,8.3,3,1.826,0,810,1,0,0,2,3,2.766666666666667
43,0,15.3,3,10.098,1,574,0,1,1,10,28,5.1000000000000005
58,0,21.4,6,7.49,3,914,0,1,0,4,26,3.5666666666666664
47,1,17.7,4,4.956,2,705,1,0,0,10,18,4.425
51,0,39.9,6,28.728,3,394,0,0,0,12,21,6.6499999999999995
46,1,55.9,1,55.9,2,369,0,1,0,9,16,55.9
44,1,36.5,6,8.395,1,124,1,1,0,7,10,6.083333333333333
35,1,7.4,3,3.256,3,733,0,1,0,10,3,2.466666666666667
51,1,32.3,4,12.92,2,463,0,0,0,4,23,8.075
22,1,54.7,5,53.059,0,368,0,0,0,5,9,10.940000000000001
32,1,19.7,4,10.835,1,618,0,0,1,11,26,4.925
57,0,51.1,1,51.1,0,682,0,0,0,8,7,51.1
24,0,25.2,3,20.412,0,866,3,0,1,6,12,8.4
34,1,38.7,4,35.991,0,885,0,1,1,8,4,9.675
20,1,36.1,1,36.1,0,783,0,0,0,9,15,36.1
34,0,5.4,5,4.644,1,296,0,0,0,11,1,1.08
43,1,31.3,6,23.788,0,681,0,0,0,9,17,5.216666666666667
45,0,40.5,1,40.5,0,1055,3,0,1,7,9,40.5
51,1,12.4,3,9.672,0,788,0,0,0,2,10,4.133333333333334
25,1,30.8,4,25.872,1,434,1,0,0,12,27,7.7
57,1,37.1,6,6.307,2,577,0,0,0,1,8,6.183333333333334
30,0,10.0,7,10.0,0,918,0,0,1,2,4,1.4285714285714286
17,0,13.0,1,13.0,3,677,1,0,1,1,19,13.0
43,1,47.1,6,20.253,1,763,0,0,0,4,16,7.8500000000000005
25,1,16.2,4,14.58,0,582,1,0,0,4,8,4.05
29,0,6.4,7,1.856,1,343,0,0,0,5,27,0.9142857142857144
